212,217.41,203.71,22.321,54.443,25.323
221,603.25,206.62,26.654,65.011,30.832
221,619.75,223,20.5,50,6.0562
231,582.44,206.62,26.654,65.011,9.725
242,556.14,202.02,31.657,77.213,5.9494
251,551.22,206.62,26.654,65.011,24.739
255,605.89,207.16,34.526,84.211,28.152
257,605.89,207.16,34.526,84.211,21.108
257,546.91,203.61,24.397,59.504,11.111
258,605.89,207.16,34.526,84.211,13.971
259,605.89,207.16,34.526,84.211,13.311
260,549.03,202.25,29.012,70.761,9.9134
261,551.67,203.61,24.397,59.504,1.7235
262,549.03,202.25,29.012,70.761,40.634
264,549.95,202.02,31.657,77.213,20.693
266,549.95,202.02,31.657,77.213,32.68
267,549.95,195.86,31.657,77.213,15.416
269,556.14,202.02,31.657,77.213,7.3418
271,552,193.68,34.526,84.211,29.638
271,6.3158,200.42,34.526,84.211,24.843
276,565.47,193.68,34.526,84.211,10.475
278,568.5,195.86,31.657,77.213,32.625
287,605.89,193.68,34.526,84.211,84.514
288,599.5,190,41,100,47.375
350,494.84,-2.5859,52.951,129.15,12.592
353,504.84,-1.6842,34.526,84.211,16.58
361,531.79,-1.6842,34.526,84.211,16.377
362,537.58,-1.5422,31.657,77.213,3.1289
400,605.89,200.42,34.526,84.211,0.34132
434,143.4,133.99,22.321,54.443,12.484
464,617.96,216.78,22.321,54.443,7.0385
465,604.01,-1.1907,24.397,59.504,4.8476
472,611.33,207.91,29.012,70.761,22.722
487,263.75,91,20.5,50,10.454
495,279.75,95,20.5,50,5.1388
503,295.75,87,20.5,50,22.096
503,307.75,87,20.5,50,9.9037
503,321.9,86.06,22.321,54.443,3.0359
511,323.75,87,20.5,50,22.228
611,67.75,191,20.5,50,15.401
612,60.68,186.28,22.321,54.443,5.3485
711,442.23,208.37,24.397,59.504,0.56736
714,397.05,72.421,34.526,84.211,13.186
717,401.55,72.482,31.657,77.213,20.475
718,401.55,72.482,31.657,77.213,33.94
720,403.79,65.684,34.526,84.211,16.163
721,407.73,66.313,31.657,77.213,34.46
722,407.73,66.313,31.657,77.213,22.331
725,619.75,195,20.5,50,5.3432
732,413.91,72.482,31.657,77.213,13.232
747,488.12,53.976,31.657,77.213,15.331
754,617.96,181.92,22.321,54.443,41.197
755,494.3,47.807,31.657,77.213,18.145
756,494.3,47.807,31.657,77.213,27.606
756,453.03,49.371,37.486,91.429,27.385
757,494.3,47.807,31.657,77.213,20.247
758,524.29,17.067,116.91,285.14,6.988
759,453.03,49.371,37.486,91.429,21.257
760,417.26,52.211,34.526,84.211,37.928
760,460.34,49.371,37.486,91.429,12.526
760,487.5,46,41,100,3.5253
773,420.1,47.807,31.657,77.213,10.562
793,6.3158,200.42,34.526,84.211,7.5772
808,55.75,207,20.5,50,0.46088
813,435.75,-1,20.5,50,4.5564
840,167.75,207,20.5,50,5.444
862,595.62,181.61,44.897,109.5,18.803
876,88.13,206.62,26.654,65.011,21.82
891,73.684,200.42,34.526,84.211,44.829
898,7.5,206,41,100,16.607
899,6.8571,210.29,37.486,91.429,20.364
900,6.8571,210.29,37.486,91.429,39.637
901,112.93,203.71,22.321,54.443,34.114
903,91.75,207,20.5,50,15.843
904,595.62,146.6,44.897,109.5,12.924
908,75.836,203.61,24.397,59.504,7.4972
910,66.32,203.61,24.397,59.504,31.994
920,18.164,208.19,31.657,77.213,22.046
921,13.053,207.16,34.526,84.211,14.612
923,-0.5,190,41,100,45.128
928,28.253,222.66,24.397,59.504,12.827
929,20.488,222.21,26.654,65.011,13.998
930,25.691,-1.2995,26.654,65.011,8.7756
933,-0.38647,214.36,31.657,77.213,19.129
940,75.75,215,20.5,50,30.247
941,69.388,212.43,22.321,54.443,30.18
942,66.32,208.37,24.397,59.504,20.488
944,67.75,215,20.5,50,5.6621
954,430.74,25.263,34.526,84.211,31.955
955,430.74,25.263,34.526,84.211,17.3
956,185.12,177.35,31.657,77.213,15.552
958,47.75,239,20.5,50,9.4102
972,167.77,181.03,37.486,91.429,13.087
976,168,186.95,34.526,84.211,38.876
978,167.77,181.03,37.486,91.429,25.237
981,168,186.95,34.526,84.211,11.446
982,167.77,181.03,37.486,91.429,12.765
983,167.77,181.03,37.486,91.429,12.169
984,167.77,181.03,37.486,91.429,40.788
984,599.5,166,41,100,10.18
986,413.33,11.983,22.321,54.443,17.447
986,168,173.47,34.526,84.211,12.919
987,167.77,173.71,37.486,91.429,22.95
990,167.5,166,41,100,20.882
998,166.03,172.85,44.897,109.5,13.572
1007,209.86,172.85,44.897,109.5,23.753
1009,209.86,181.61,44.897,109.5,1.5581
1022,575.46,236.95,24.397,59.504,4.2975
1025,613.66,237.81,26.654,65.011,27.662
1063,55.266,177.35,31.657,77.213,37.235
1073,570.06,42.057,37.486,91.429,7.7425
1075,4.878,206.62,26.654,65.011,18.818
1075,18.164,189.69,31.657,77.213,10.347
1075,559,28,82,200,9.3676
1076,9.2193,213.13,24.397,59.504,12.339
1078,24.348,183.52,31.657,77.213,11.88
1084,43.75,223,20.5,50,54.891
1085,47.75,223,20.5,50,32.717
1086,51.75,219,20.5,50,21.994
1087,55.75,219,20.5,50,4.3644
1093,481.31,-5.2245,107.34,261.81,17.5
1093,65.778,149.33,48.593,118.52,13.143
1095,488.51,-6.7368,138.93,338.85,22.426
1096,595.62,41.573,44.897,109.5,26.136
1096,469.57,-1.5422,31.657,77.213,21.635
1096,501.43,-5.6889,116.91,285.14,6.7591
1097,524.29,-5.6889,116.91,285.14,31.049
1097,478.64,-1.0894,22.321,54.443,5.802
1098,524.29,-5.6889,116.91,285.14,20.893
1099,613.66,35.086,26.654,65.011,50.869
1101,555.43,-1.8286,37.486,91.429,50.66
1102,567.1,-2.5859,52.951,129.15,39.502
1102,531.75,47,20.5,50,1.2605
1103,473.48,-2.3704,48.593,118.52,27.814
1103,595.62,24.068,44.897,109.5,21.847
1103,557.01,-1.0894,22.321,54.443,7.2521
1104,487.5,-2,41,100,38.914
1104,565.95,-1.1907,24.397,59.504,14.749
1104,593.24,4.6265,31.657,77.213,13.235
1106,599.26,-1.1907,24.397,59.504,53.17
1107,613.61,-1.0894,22.321,54.443,23.651
1107,583.5,-2,41,100,4.8675
1112,156.46,221.14,22.321,54.443,18.11
1112,559,-4,82,200,11.55
1113,151.75,231,20.5,50,14.005
1114,159.75,231,20.5,50,32.711
1115,161.49,222.66,24.397,59.504,33.263
1116,599.42,-1.5422,31.657,77.213,28.787
1117,169.52,221.14,22.321,54.443,17.375
1117,599.5,102,41,100,13.268
1118,171.38,217.02,26.654,65.011,33.471
1125,181.47,200.42,34.526,84.211,9.1851
1131,203.67,214.36,31.657,77.213,13.187
1133,203.67,214.36,31.657,77.213,17.271
1137,222.22,220.53,31.657,77.213,12.38
1143,246.96,214.36,31.657,77.213,11.756
1144,118.66,203.61,24.397,59.504,10.283
1146,248.84,213.89,34.526,84.211,34.894
1147,247.5,214,41,100,28.486
1148,259.32,220.53,31.657,77.213,25.18
1149,245.38,206.65,63.145,154.01,19.373
1150,245.38,206.65,63.145,154.01,21.981
1151,265.51,220.53,31.657,77.213,24.727
1152,269.05,220.63,34.526,84.211,13.202
1153,270.17,217.6,37.486,91.429,6.4379
1157,284.06,220.53,31.657,77.213,9.9201
1161,302.61,220.53,31.657,77.213,4.5729
1163,306.74,217.6,37.486,91.429,22.741
1164,306.74,217.6,37.486,91.429,20.368
1165,314.98,220.53,31.657,77.213,8.9509
1166,322.95,220.63,34.526,84.211,20.88
1168,329.68,220.63,34.526,84.211,15.251
1169,336.42,220.63,34.526,84.211,17.078
1170,332.6,190.36,44.897,109.5,14.02
1170,617.96,256,22.321,54.443,8.806
1171,345.89,220.53,31.657,77.213,42.246
1172,349.89,220.63,34.526,84.211,22.262
1174,358.26,220.53,31.657,77.213,22.022
1175,356.63,220.63,34.526,84.211,41.002
1178,375.5,206,41,100,3.2171
1179,389.18,226.7,31.657,77.213,33.296
1182,401.55,226.7,31.657,77.213,17.07
1185,417.26,227.37,34.526,84.211,12.64
1187,431.09,224.91,37.486,91.429,3.5321
1190,445.71,217.6,37.486,91.429,14.086
1191,447.5,222,41,100,7.5224
1192,460.34,224.91,37.486,91.429,11.54
1193,463.5,222,41,100,2.6255
1198,495.5,230,41,100,34.171
1200,511.5,230,41,100,10.975
1201,619.75,243,20.5,50,61.772
1206,231.86,185.28,29.012,70.761,7.133
1208,611.33,270.14,29.012,70.761,36.237
1209,587.74,224.97,52.951,129.15,43.619
1209,227.75,203,20.5,50,11.891
1217,203.67,183.52,31.657,77.213,22.917
1218,204.35,203.71,22.321,54.443,22.62
1224,191.29,203.71,22.321,54.443,16.726
1226,167.75,211,20.5,50,27.824
1227,163.75,211,20.5,50,56.215
1231,156.46,212.43,22.321,54.443,33.548
1237,143.4,212.43,22.321,54.443,18.102
1238,142.45,208.37,24.397,59.504,59.407
1239,140.16,206.62,26.654,65.011,16.787
1240,139.05,216.78,22.321,54.443,37.483
1241,129.47,195.86,31.657,77.213,32.491
1242,129.47,202.02,31.657,77.213,31.175
1242,117.1,195.86,31.657,77.213,3.1794
1243,129.91,202.25,29.012,70.761,14.394
1244,123.29,195.86,31.657,77.213,19.984
1245,120.84,193.68,34.526,84.211,22.182
1246,123.29,195.86,31.657,77.213,55.864
1247,114.11,186.95,34.526,84.211,73.443
1247,129.47,195.86,31.657,77.213,59
1248,117.1,202.02,31.657,77.213,75.177
1248,129.47,195.86,31.657,77.213,34.302
1249,117.1,195.86,31.657,77.213,8.4746
1250,137.7,217.9,24.397,59.504,18.536
1251,117.1,195.86,31.657,77.213,38.95
1251,129.47,195.86,31.657,77.213,6.6146
1252,127.58,193.68,34.526,84.211,44.935
1252,101.94,188.34,37.486,91.429,28.047
1253,120.84,193.68,34.526,84.211,54.409
1253,611.33,264.49,29.012,70.761,51.699
1253,101.59,213.57,29.012,70.761,46.818
1253,80,188.34,37.486,91.429,8.5653
1254,120.84,193.68,34.526,84.211,55.225
1254,613.66,268.99,26.654,65.011,38.008
1254,98.551,208.19,31.657,77.213,25.193
1255,123.29,202.02,31.657,77.213,73.914
1255,619.75,271,20.5,50,7.0794
1256,120.84,200.42,34.526,84.211,58.586
1257,116.57,195.66,37.486,91.429,110.24
1258,114.11,207.16,34.526,84.211,83.053
1258,80.421,207.16,34.526,84.211,27.561
1258,94.629,195.66,37.486,91.429,21.021
1259,111.5,190,41,100,67.85
1259,80,214.36,31.657,77.213,41.594
1260,109.26,195.66,37.486,91.429,69.093
1260,65.371,202.97,37.486,91.429,10.937
1261,104.73,214.36,31.657,77.213,83.139
1261,114.11,200.42,34.526,84.211,37.67
1261,67.633,214.36,31.657,77.213,32.886
1262,95.89,190.36,44.897,109.5,59.129
1263,98.551,220.53,31.657,77.213,65.133
1263,55.5,206,41,100,19.291
1264,87.123,190.36,44.897,109.5,59.495
1264,53.474,213.89,34.526,84.211,19.853
1265,92.367,214.36,31.657,77.213,70.972
1265,47.5,206,41,100,21.694
1266,86.184,214.36,31.657,77.213,77.139
1267,79.5,198,41,100,76.713
1267,112.93,195,22.321,54.443,29.169
1267,34.521,207.86,44.897,109.5,11.469
1268,80,220.53,31.657,77.213,79.327
1268,87.158,200.42,34.526,84.211,30.407
1269,69.589,199.11,44.897,109.5,58.852
1269,16.986,207.86,44.897,109.5,33.575
1269,109.14,194.08,24.397,59.504,13.686
1270,61.29,183.6,52.951,129.15,49.445
1270,15.5,214,41,100,47.231
1271,58.057,210.29,37.486,91.429,32.513
1271,8.8889,206.22,48.593,118.52,9.4836
1272,50.968,183.6,52.951,129.15,59.209
1273,46.815,196.74,48.593,118.52,46.065
1274,37.333,196.74,48.593,118.52,31.215
1275,-0.84211,158.32,69.053,168.42,28.864
1276,11.538,181.98,63.145,154.01,28.636
1278,7.5,238,41,100,29.085
1278,94.87,194.08,24.397,59.504,6.7568
1286,466.92,58.602,63.145,154.01,1.6086
1302,275.75,199,20.5,50,5.1753
1305,274.01,199.35,22.321,54.443,0.035607
1306,275.75,203,20.5,50,19.479
1317,343.75,219,20.5,50,27.12
1324,356.73,216.78,22.321,54.443,11.068
1325,359.75,219,20.5,50,28.786
1327,459.75,235,20.5,50,14.914
1332,463.75,251,20.5,50,8.3255
1333,470.78,246.47,24.397,59.504,31.591
1334,474.29,251.64,22.321,54.443,31.793
1334,487.35,247.29,22.321,54.443,8.3626
1336,485.06,256,24.397,59.504,34.529
1337,487.35,260.36,22.321,54.443,26.814
1337,389.92,227.41,26.654,65.011,11.203
1338,493.98,253.4,26.654,65.011,17.609
1339,394.65,232.19,24.397,59.504,41.433
1339,595.62,251.62,44.897,109.5,19.832
1340,595.62,251.62,44.897,109.5,15.572
1342,513.47,264.71,22.321,54.443,6.5267
1345,410.73,227.41,26.654,65.011,24.027
1347,413.1,224.88,29.012,70.761,32.435
1349,613.66,274.19,26.654,65.011,11.094
1351,424.42,224.88,29.012,70.761,27.153
1352,599.5,254,41,100,71.358
1356,447.08,224.88,29.012,70.761,21.533
1357,452.74,224.88,29.012,70.761,28.911
1359,463.38,220.53,31.657,77.213,27.794
1363,334.97,212.43,22.321,54.443,12.917
1368,503.5,238,41,100,24.261
1370,617.96,273.43,22.321,54.443,16.733
1370,359.75,223,20.5,50,16.205
1374,556.14,251.37,31.657,77.213,16.274
1379,583.16,233.49,57.601,140.49,61.8
1380,587.74,235.31,52.951,129.15,47.588
1381,595.62,251.62,44.897,109.5,48.459
1391,437.47,213.89,34.526,84.211,33.065
1392,422.04,221.14,22.321,54.443,28.797
1393,427.75,219,20.5,50,34.385
1394,430.75,221.14,22.321,54.443,26.628
1396,439.46,221.14,22.321,54.443,49.461
1397,441.42,213.57,29.012,70.761,31.632
1398,439.46,221.14,22.321,54.443,53.034
1399,448.16,221.14,22.321,54.443,57.297
1399,483.75,199,20.5,50,14.102
1399,461.26,217.9,24.397,59.504,2.5173
1400,451.75,217.9,24.397,59.504,35.218
1400,464.07,213.57,29.012,70.761,12.755
1401,456.87,221.14,22.321,54.443,35.872
1401,469.73,213.57,29.012,70.761,12.824
1403,466.02,222.66,24.397,59.504,35.571
1404,467.97,222.21,26.654,65.011,40.321
1405,47.75,259,20.5,50,35.686
1407,30.894,248.2,26.654,65.011,6.7794
1407,475.4,219.23,29.012,70.761,6.5839
1408,23.75,263,20.5,50,14.58
1409,481.93,220.53,31.657,77.213,17.077
1410,481.93,220.53,31.657,77.213,29.766
1410,527.88,198.85,24.397,59.504,1.6471
1412,484.63,220.63,34.526,84.211,27.257
1414,605.89,160,34.526,84.211,24.492
1420,227.75,227,20.5,50,27.264
1421,511.58,220.63,34.526,84.211,16.755
