0,595.62,181.61,640.517,291.11
0,461.22,190.64,483.541,245.083
0,195.75,199,216.25,249.0
0,482.99,190.64,505.311,245.083
0,415.75,223,436.25,273.0
0,471.75,111,492.25,161.0
0,203.75,199,224.25,249.0
0,556.43,194.08,580.827,253.584
0,222.22,115.66,253.877,192.873
0,565.71,190.64,588.031,245.083
0,317.07,217.02,343.724,282.031
0,277.49,173.71,314.976,265.139
0,307.75,167,328.25,217.0
0,452.52,186.28,474.841,240.723
0,93.895,18.526,128.421,102.737
0,471.75,195,492.25,245.0
0,599.5,126,640.5,226.0
0,366.1,189.32,390.497,248.824
0,443.81,195,466.131,249.443
0,587.75,111,608.25,161.0
0,439.46,173.21,461.781,227.653
0,407.75,223,428.25,273.0
0,223.75,203,244.25,253.0
0,385.13,184.56,409.527,244.064
0,495.75,191,516.25,241.0
0,375.61,179.8,400.007,239.304
0,515.75,227,536.25,277.0
0,319.75,187,340.25,237.0
0,613.66,92.264,640.314,157.275
0,451.75,211,472.25,261.0
0,63.5,-2,104.5,98.0
0,259.75,203,280.25,253.0
0,211.75,195,232.25,245.0
0,407.75,187,428.25,237.0
0,4.0816,181.92,26.403,236.363
0,432.71,184.56,457.107,244.064
0,570.71,136.93,595.107,196.434
0,575.46,184.56,599.857,244.064
0,240.77,183.52,272.427,260.733
0,520.89,130.37,569.483,248.89
0,309,194.08,333.397,253.584
0,461.22,107.85,483.541,162.293
1,605.89,193.68,640.416,277.891
1,415.75,223,436.25,273.0
1,365.44,190.64,387.761,245.083
1,487.75,191,508.25,241.0
1,461.22,190.64,483.541,245.083
1,551.22,191.03,577.874,256.041
1,203.75,203,224.25,253.0
1,191.75,199,212.25,249.0
1,439.46,168.85,461.781,223.293
1,471.75,195,492.25,245.0
1,451.75,179.8,476.147,239.304
1,265.51,183.52,297.167,260.733
1,467.75,111,488.25,161.0
1,279.75,167,300.25,217.0
1,53.474,5.0526,88.0,89.264
1,227.75,203,248.25,253.0
1,215.75,199,236.25,249.0
1,495.75,191,516.25,241.0
1,304.49,164.49,326.811,218.933
1,375.75,195,396.25,245.0
1,505.16,131.88,558.111,261.03
1,71.5,-2,112.5,98.0
1,595.62,120.34,640.517,229.84
1,613.66,92.264,640.314,157.275
1,255.75,203,276.25,253.0
1,587.48,107.85,609.801,162.293
1,567.75,195,588.25,245.0
1,308.79,177.35,340.447,254.563
1,575.75,135,596.25,185.0
1,435.1,181.92,457.421,236.363
1,471.75,231,492.25,281.0
1,222.22,115.66,253.877,192.873
1,461.26,213.13,485.657,272.634
1,479.75,195,500.25,245.0
1,463.75,167,484.25,217.0
2,611.33,202.25,640.342,273.011
2,463.75,195,484.25,245.0
2,195.75,199,216.25,249.0
2,367.75,195,388.25,245.0
2,415.75,223,436.25,273.0
2,203.75,199,224.25,249.0
2,211.75,199,232.25,249.0
2,455.75,191,476.25,241.0
2,317.07,217.02,343.724,282.031
2,552.65,199.35,574.971,253.793
2,439.75,179,460.25,229.0
2,471.75,111,492.25,161.0
2,499.75,187,520.25,237.0
2,485.06,184.56,509.457,244.064
2,427.75,171,448.25,221.0
2,515.75,227,536.25,277.0
2,619.75,115,640.25,165.0
2,375.75,191,396.25,241.0
2,407.75,215,428.25,265.0
2,471.75,195,492.25,245.0
2,99.628,184.56,124.025,244.064
2,304.49,164.49,326.811,218.933
2,363.75,179,384.25,229.0
2,227.75,203,248.25,253.0
2,222.22,115.66,253.877,192.873
2,451.75,203,472.25,253.0
2,93.895,18.526,128.421,102.737
2,187.75,199,208.25,249.0
2,385.13,184.56,409.527,244.064
2,583.13,112.2,605.451,166.643
2,471.75,231,492.25,281.0
